sentiment,text
0,arranopolanurkullu bihar iturria eaj
0,arrasaten asko egin dugu eta horregatik gainditu ditugu espainiako markak
1,arratiako ren gutuna argitaratu dabe azkenengo begitun
1,arratien pausuek aurrera irailaren 25ean bozkatu eh bildu
1,arratsaldean arabako ekitaldi nagusia plaza berrian eta rekin
1,arratsaldean unai asurmendik ren kirol programa aurkeztuko du kultur etxean 1900etan aurkezlea
1,arratsaldean usurbilgo gazte jaialdian egongo da animatu primeran pasatuko duzu eta
1,arratsaldeko 1830etan otxartaga parkean
-1,arratsaldeko 7etan joseba egibar eta iñigo urkullu untzaga plazan karpa prest
1,arratsaldeko manifa aurretik bartzelonako udaletxean bisita egiten ko lagunekin
0,arratsalderako prestaketa lanetan eta paul laka
0,arrazoi duzu nafarroan ere kakaldiz kakaldi dabiltza beti eta ez dira desagertzen harrigarria
0,arrazoi handiabestetei iruditzen da komunity manager bat eroaten duela
0,arrazoi osoa duela k eta elebakartasunetik benetako askatasunik ez dagoela
1,arri zulaika eh bildu irabaztera atera da eta zuen irribarreari ezker lortu ko dugu
0,arrigorriagaren egoera gaur tamalgarria errespetua guztion hiztegian ez edukitzea
1,arriskatuko naiz zabala anderea
0,arriskuak hartu behar dira eta eaj madrili begira egon da etengabe kikilduta
1,arrosak eta eskuorriak banatu dituzte pseeeko kideek en
1,arrotasuna
0,asco
1,así cerró ayer el
1,así ejecuta de gob vasco
1,así es
1,así es
1,así es patólogo
1,asi trata la de desahuciando en a una mujer y dos menores
1,askatasunaren atea irekita dago egin den borrokaren ondorioz smiling_face_with_smiling_eyes smiling_face
0,askeak izateko jaioak garanguretzat herria dan n
0,aski zenuten horrelako jendaiari kontuak isteko eskatzen hasiepaitegietatik pasa ondoren noski
1,asko asaldatzen gara vídeo nazkagarriagatik gutxixeago alonsoren mezu xenofobo eta klasistagatik iruditzen zait n
0,asko aurreratuko genuke denok argi hitz eginez gero argitasun paktu delakoaz hainbeste hitz egiten den honetan
1,asko dakigu k industriaren alde egindakoa 12 orduko txandak pasa den asteburutik acbn n
0,asko eskertuko nizueke erantzunen bat izan ere eta zorionez jendartea gero eta gehiago kezkatzen duen gai bat da hau
0,asko ikasten ari naiz zuekinnaupa zuek raised_fist n
0,askotan egin dut gazteen enpleguaren aldeko aldarrikapena hau da enpresek egin dezaketen inbertsiorik hoberena
1,askotan kutsatu da zenbat aldiz lagundu du eajk estatuaren gobernagarritasunean akordioak
0,askoz lehenago deitu zuten eaj gorri19321933 calvo sotelok agirre
0,asos osas hori benetan nekagarria da eta izugarri luzatzen ditu zuen esaldiak behar gabe aski da
0,aspaceko etxebizitzako langileak
0,aspaldiko partez tven eskertzekoa
1,aste honetan algortan ekintza ezberdinak gazteon bozka ehbildu
1,aste honetan azkoina proiektua bueltatu da nnmartxan gaude eta jadanik arnaldo otegiren
0,astearteanaretako parkean solasaldia 1830etan
1,astearterako zuen zai gaude bergaran egin irri egin herri
1,asteazkenean ko ordezkariak debatean gure n
0,asteazkenean ko ordezkariak debatean gure n
0,asteazkenean mitina algortan gazteok argi daukagu bozka independentista eh bildu
1,asteazkeneko solasaldirako kartelak jartzen gaur goizean leioako unian gazteok n
0,asteburun zapatun bilboa miribilla eta domekan bideo grabaketa
0,astelehenean 1830etan plazan eta izango ditugu hemen gonbidapen bideoa
0,astelehenean 1830etatik aurrera plazan eta izango ditugu hemen gonbidapen bideoa
1,astelehenean joseba egibar eh bildu pse eta podemos ordezkariekin 12
0,atad a vuestros perros
0,atera diren lege garrantzitsuenetan egon da akordioa esaten dugunean praktikara eramaten dugu n
0,ateratzen diren bozkak direna direla ere gaur norabidea duen ikusi dut zorionak kriston taldia eta ideia argiekin gora zuek
0,atik ztara isilune batn n
1,atrebiduko da domeka eguerdixan entrebistatzen
0,atutxaeaj da euren ineteresak inork baino hobeto defendituko dauzana via
0,atzerrian espainola euskal herrian euskalduna espainian ez dakigu entsalada ederra dekozu gero
1,atzo areatzan ikusitako ilusio berberaz gaur gasteizen txanda eta ekin
0,atzo argi geratu zen alderdi popularra alternatiba bakarra dela nazionalismoaren aurrean
1,atzo barakaldon denok urkullu lehendakariarekin
1,atzo bergaranprimera pegadapistoletazo de salidacon mucho animo a currar vota elkarrekin podemos con
1,atzo bergaratik jun beharra ta bihar klasia daukatelako ezin ikusi ez da nire patua berakin guruzatzia berriz
-1,atzo bertan zallan ko kide naizela aitortu nuen nn
1,atzo dulantziko jaietan eta
-1,atzo errektoreak eskaera konkretuak egin zituen horiek gauzatzeko konpromisoa du akordio bidez
1,atzo euskara gaur urkullu bihar nor izango da sozialisten itu pokemonak twitter pintxoak trikia
0,atzo gasteizen kanpaina hasi ginen rekin beste politika bat posiblea delako
-1,atzo gaur da inork ez du eskatuko inguruan moratoria denak alde
1,atzo idoia mendia euskaltzalearen astakeria eta gero urkulu jaunarena atzetik viva zuek
0,atzo jangeletakoak babesten gaur aiputu bez azpiegituretan agianze pena aukera galtzea
1,atzo oreretaerrenterian 100 milioiko inbertsioa eginho dugu oarsoaldea biziberrit
0,atzo pilak kargatzeko aukera izan genuen indarra eta ilusioa herrietara eramateko prest
1,atzoko debatetik harritu ninduen beste gauza bat hautagaiaren errespetu eta edukazio falta kalkulatu eta entrenatuaizan zen
-1,atzoko ekitaldia galdu bazenu laburpen bideoa merezi du ikusteak
-1,atzoko ekitaldiaren kronika k proposatutako eraldaketa ageri agerian
0,atzoko hizketaldiarekin amaitzeko 18tik 10 eajpnvko zinegotziak diran
0,atzoko laburpena eta
-1,atzoko n entzuten nuen bakoitzean abesti hau gogorarazten zidan
1,aukera aparta ren proposamena euskara arloan martxan ipinteko salatzeko
1,aukerarik onena euskadirentzat dudarik gabe abertzaleon botoa
1,aupa ekipo ilusioa konpartituko dugu zuekin ostiralean
0,aupa ekipo irriz herri eginez
0,aupa ekipo irriz herri eginez
-1,aupa euskadi
0,aupa gauzak bere lekuan jarrita rentzatordea euskarari buruz hitz egitea denbora galtzea da
1,aupa gazteak
0,aupa gazteok argi daukagu gure bozka eh bildu irabaztera goaz
1,aupa iñigo nu urkullu lehendakari
-1,aupa jasone
-1,aupa jasone animo eta aurrera
-1,aupa jasonengora nn n n
1,aupa pablo gorostiaga eta aupa areta
1,aupa pili claro que se puede
0,aupa portugalete clapping_hands clapping_hands oinez bizikletaz korrika herria egiten irriz 25ean milaka bozka e
1,aupa sabino
1,aupa zuek
0,aupa zuek
0,aurkakotasun politikoa sanoa da baina hau gehiegizkoa higuingarria eta onartezina da onartezina
1,aurkezlea estatus politikoa estatuarekin apurtu bain bla bla bla bla bla bla blann
1,aurkezleak miribilla marabilli dela aipatu du nik ta berau osatzen duten pertsonak direla esango nuke
1,aurre egiteko ren erreskate soziala da konponbidea dezagun denontzako herria
0,aurreikusitakoa baino 700000000euro gutxiago jaso dituzte aldundiek hori da k aldarrikatzen duen jestio ona
0,aurrekontu bat hitzartu dugu lau urte hauetan 8500 milioi euro inbertituko ditugu
0,aurrera
1,aurrera
0,aurrera
1,aurrera
0,aurrera
0,aurrera araba
0,aurrera beti aurrera
0,aurrera eginn izan da bere asmoa euskaraz idatzi dun bakarraneuskaraz bizi nahi dugulako
1,aurrera egiteko pauso berri bat eman behar dugunenplegu berriak sortu eta langabezia 10tik jaitsi
1,aurrera egiteko traba eta uztarriak gainetik kendu behar ditugu gurea askatasuna da nnazken minut
1,aurrera euskadi proiektu on bat merezi duzulako bozkatu
1,aurrera goaz irabaztera goaz arnaldootegi bilbo
0,aurrera idoia mendia presidenta
1,aurrera idoia mendiaoso ondo egiten ari zara
1,aurrera inor atzean utzi gabe hori da euzko alderdi jeltzalea urkullu
0,aurrera mesedez ez ahaztu yoyes kanpaina honetan
-1,aurreran
1,aurreskua eta i ongi etorria emateko
-1,auteskunde hauetan ez ditugu bozka gehien jasoko zihurrenik egin irri ikasi ta aurrera egingo dugulako
-1,autobus eta jende andana somatzen da dagoeneko miribilla inguruan
0,autogobernua ongizate gehiago izateko eta baita gure nazio izaera aitortzeko ere
1,autogobernua sakondu nahi du k baina indepedentziak ez ligukeela ezer onik ekarriko baieztatzen du
1,autogobernuan sakontzeko adostu kontsulta eta espkin negoziatu eta azken hitza nork herritarrak ala espainiakn
-1,autonomismo zikinaren itzalpean euskal herriaren erraiak desagertarazten jarraitzen duzue eta espainiar eredua inposatu
1,autonomoak eta eteak babestu eta bultzatuko ditugula argi utzi du k
1,auzia ere polonian irakurgai hau da basque country marka nazioarteko lotsa
-1,auzoko bizilagunekin egon dira gaur goizean eta
0,auzolanaren antzekoagoa da sovieta seminaristek elizarentzako hamarrenak jasotzea baino
0,auzolanean etxe guztietara iristen ari da ko aldizkaria euskal herria
0,auzolotsa
1,auzolotsa euskara eskubidea eta normalizazioaren aurka atera duzuen bideoarekin
1,auzolotsa idoia mesedez ez sustatu gorrotorik kendu bideo iraingarri hori utzi euskara pakean
1,auzoz auzon n n
1,ay me has pillado
-1,ay parad esto
-1,ayer en barakaldonuestra candidata pablo iglesias y candidato
1,ayercomparen
1,azala behar da ba langileon baldintzen aurka egiten ari dena egiten ikusita
1,azaldu elikadurapolitikak
1,azalduko didazue honen arabera gure alabak duen arazoa zelan konduko dan
1,azken aste bizi bizia antolatu dugu kideok lana eta ilusioaasko dugu jokoan zatoz
1,azken asterako ilusioz gainezka ta barikuen jaian n
1,azken astin berriztarrak indarrez ta ilusioz gainezkan n
1,azken banaketa egin dugu gaur egunero kaleak kolorez betetzea lortu ostean leioan ngora
1,azken eguna ehbildu bozkatzeaten garrantzia lau haizetara zabaltzeko sarrikon euskal herrian bezala
1,azken finean iraultza eta maitasuna gauza bera dira
1,azken galdera bat zenbat bider moztu du k urkullu n
0,azken lau urteak benetan zailak izan dira guztiontzat
0,azken mezuan urkullu mr robot itzuli da
-1,azken txanpa hauteskunde hauetan amurrion gaude eta ekin
1,azken txanpan elkarrizketatu du 2130 ikusgai 
1,azken txanpan sartu garagaur tolosan ren kirol programa aurkeztuko dugu unai asurmendiren eskutik eta kal
-1,azken txanpan sartu garagaur tolosan ren kirol programa aurkeztuko dugu unai asurmendiren eskutik raised_fist raised_fist 
1,azken zatia ikusi egin nuen eta zentsuzko zenbait gauza esan zituen baina psoe eta pprekin alderatuta hobeta egon zen
1,azkenean ez zait argi geratu ren proposamena autogobernua bruselas estatututa
1,azkeneko boladan denok kritikatzen gaituzte horrek ondo ari garela esan nahi du
1,azkeneko txio hauek k k ek edo falange tradicionalistak sinatu ditzakenn
1,azpeitiko plaza jendez lepo eta entzuteko
0,azpiegiturak eraikitzea herritarren ongizatean islatuko dela saldu nahi digute baina gezurra da spanish style stop
1,azteazkenean ez zenuen ikusi arnaldo otegiri egin zioten elkarrizketa tele7norain duzu aukeraguztiz gomendagarrian
1,ba a lo tonto eta k plan berdina dute erabakitze eskubidearen inguruan
1,ba a3an ez sabe ezta eaj aipatu hori bai sanchez rajoy rivera eta iglesias birritan edo gehiago
1,ba agi babes sozialerako instrumentu garrantzitsua da gipuzkoan aurreko legealdian k ezarria
0,ba al dakizu nor dagoen kontserbadoreen errepublikanoak pp eaj komunikazio politikoaren atzetik ta zer dioten
1,ba atzo etb2n ahtaren 80a amaituta dagoela esan zuen n
1,ba egokitutakoa pl2 da
0,ba emozioa eskerrona alaitasuna eta zergatik ez harrotasun puntu bat gazte hauen gurasook garelako
1,ba ez dakit sorpresa den ala ez den baina txarren dabilena zabala
1,ba ez zait iruditzen besteekin sartzea oso eraikitzailea denik hori ulertu dut behintzat
1,ba gaur basaurin beste eredua ikusten ari gara jendartea iraintzea
1,ba hori bere kopeta sartzeko adinako etxea duela hain justu
1,ba hori eredu diglosikoa euskararen kaltetan dela apaingarri bihurtzen du
1,ba hori k ekitaldiak jendez gainezka jarraitzen dute lehendakaririk onena heri
1,ba horiekin eaj beti gustura
0,ba horren dezepzionantea ezin izan zeren goizean irratian 3 puntuak kalkatu ditu ko ordezkariakn
-1,ba k dioenean nafarroan moduan eaen ea amaieran aipatzen zun edapena izan leiken destituyente ez izan arren
-1,ba k ez du zehaztu eta n dauden endogamikoenak elebakarrak dira beraz horiekin bukatzearen alde dago ez
-1,ba nik eztabaidan ikusi nahi nuen nhonetarako ere beharko dugu
1,ba nire ustez ongi ari da etbko debateetan ikusitakoaren arabera okerrago ikusi dut
-1,ba niri gustatu zait bukaera xd
1,ba politikarien aldetik ehbildu ikusten dut aldeberaz alde horretatik gurdiz momentuz
0,ba ta k zintura gitxigaz dabiz gobernu alternatiba osatzeko ori izan bida espaiñolekin marko amankomuna
0,ba ta k zintura gutxigaz dabiz gobernu alternatiba osatzeko ori izan bida espaiñolekin marko amankomuna
-1,ba zuekin dauz gobernu danetan gipuzkoa donosti bilbo
-1,ba zure twitterrean bigarren mailan jartzen duzu
-1,babes sozialaren atalean zuzen ri murrizketez eta gaur alokabidek egindako etxegabetzeaznn
1,bada bi estrategien arteko ezberdintasunik ezin egin bata jakina zait ta bestea jakitea falta
0,bada iraganekoa dela dioenik baina gaur ehunka dira bera entzutera hurbildu diren ikasleak
-1,bada marka gero mezu lotsagarria ta vox eta csen esparru bera duzuela onartzea alegia zorionak
1,badaedo 25ean bozkatzeko arrazoi politiko eta pertsonalaktximeleta 1 pasau da miribillatiktornadua dakar
1,badakigu zelan zegoen jaurlaritza urkullu lehendakaritzara heldu zenean eta orain errentetatik bizi garela esateko kopeta dute ortuzar
-1,badakit baina ikono bezala oso eskasa eta politikari bezala zer esanik ez
0,badakit ez dutela ehbildu aipatzen orokorrean baina hauteskundeetatik 6 egunetara 2 indarra ez aipatzea
0,badakizu eremu euskaldunenetan geo t gazteleradun elebakar gehio daudela ta euskararen erabilera beruntzdakizu hori nahi dezu
1,badakizu zenbat kobratzen duten 112ko dei kudeatzaile el ez eztaedo bai
1,badakizu zenbat kobratzen duten 112ko dei kudeatzaileek ez ezta edo bai
1,badator denboraldi berria hauteskunde kanpainako elkarrizketa jon azkue ko hautagaia 2130
1,badator goraldia hemen herri duin bat dago animo aurrera irabaztera
1,badatorrela iritsi dela alderdiaren garaia
1,badaude benetazkoa abertzaleak eajn esan duena ta geo eaj bozkatzen badute abertzaletik gutxi dute
-1,badaude hamaika arrazoi bozkatzeko
1,badaude zu modukoak ezkerti independentista zarela diñona nkolaboratazaileak bezala españolen kongresua jokatzen
1,badaukagu ehbildu
1,badekot grinning_squinting_face grinning_squinting_face grinning_squinting_face
0,badirudi egindako lanaren ordainak jasotzen gabizela k pentsakera moldatu du ppccen gutxienez
0,badirudi eh bilduk gazteokin konektatzeko gaitasuna galdu ez duela batzuek horo askotan errepikatu arren
1,badirudi estatuan biktima bakarrak daudela etak eragindakoak lotsagarria iritzi ezberdinak ditugu baina animo pili
0,badirudi ez zaizula gustatu eppkk esandakoa zilegia da baina hor dago ez desitxuratu gabon
-1,badirudi helburu batzuk zeudela eta ez zirela bete hala ere argi geratu zen 2018tik aurrera rgia eskatu dezaketela
1,badirudi hizkuntza ofizialetako bat ez dela hain ofiziala
0,badirudi ri erronda guztiak ixteko aukera ematen diotela argiki bere hobera egin lezakeen keinuan
0,baditugu arrazoi pertsonalak bozkatzeko mirribillatik tximeleta bat pasatu omen daaldaketa dakargora ezpain gorrien iraultza
1,bagoaz laudioko kale eta auzoak ren ilusioz eta mezuz betetzera gure proiektua egokiena dela zabaltzera
1,bai aitortzen dot debatea batez be negar egiteko ren euskaragaz da
0,bai ba euskalduna euskatzalea elkartasunaren aldekoa eta ezkerreko alternatiba dalako
0,bai bai azken zortzi urte hauetan bezalaxe enpresariei zergak laburtu eta zabor kontratuak flexibilizatuz nazkanteak
1,bai bai hau niretzat jolas bat besterik ez da baina rentzat iritzia baldintzatzeko tresna da
-1,bai bai ri ez dt uste graziarik egin dionik aipuak egia edo gezurra k bakarrik daki
-1,bai baiiimaddalen izan ezikbesteaketa pili zabala ez ulertzen idatzi duena face_with_tears_of_joy face_with_tears_of_joy
0,bai baina berdin pentsatzen jarraitzen dut pnv izango da bigarren
1,bai egia da bera badaki oso ondo nola egin puntu asko irabazten du horrekin ideiak garbiak bezteena ez
-1,bai egia da orain ppk irabazten du eta zuen aukera bakarra da psoe jartzea
-1,bai gizartearekin bat helburuarekin aurrera egitea klaro bai gogoratu aurrekoan
-1,bai hori esan du baina ez agobiatu oraindik agurretan dago
-1,bai horixe oi tant eta gero herria
0,bai horregatik nioen
1,bai idoia mendia zure pse maitia d onena dena atera da aurrea zuen planteamenduetatik ja ja ja
-1,bai izenean ez du asmatu eneeeee
-1,bai nahi dut estatus aldaketa baina ez n gidaritza kontinuistan gure inguruko errien prozesu eraikitzaileekin osagarria
0,bai nahi dut estatus aldaketa ez n gidaritza kontinuistan ta obeto gure inguruko errien prozesu eraikitzaileen alboan
-1,bai noski eta pse zintzoa da eta eh bildu ez
1,bai ona ko marko amankomuna n adostasun nazional edo pnvrekin herri akordiak bixetan antagonismo eskasa
-1,bai politika eraldatzailea egiteko ez n morroi izaten jarrn
-1,bai pseren bilakaera berdina egiten ari da sorkuntzan podemos eh zen ta dagoeneko erkidegoetako banaketa bera eginda dauka
0,baia nik ere
-1,baietz gaur eta bihar arteko bi irudiei lotura emankorra ateratzeko gai garelan
-1,baikorra naiz euskadi osatzen duten pertsona ororekin eraikiko dugun euskadin sinesten dut gora euskadi askatuta
-1,baimenarekin irakurri hau tabeste barirk ez egotekotanondo ibili guztieiosasune
-1,baina ahtarrn alde edo aurka zaudete ez da hobe moratoria bat
